id,time,activityrecognition#0,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.light#mean,android.sensor.light#min,android.sensor.light#max,android.sensor.light#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.pressure#mean,android.sensor.pressure#min,android.sensor.pressure#max,android.sensor.pressure#std,android.sensor.proximity#mean,android.sensor.proximity#min,android.sensor.proximity#max,android.sensor.proximity#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,android.sensor.step_counter#mean,android.sensor.step_counter#min,android.sensor.step_counter#max,android.sensor.step_counter#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target,user
10777,3,,100,9.87238739,8.442844797,12.36408721,0.549508924,0.906902397,0.680936998,0.982247801,0.116056494,9.80654951,9.80654951,9.80654951,,0.253022098,0.01774666,1.0742152,0.459806707,0.321171072,0.321171072,0.321171072,0.195144707,29,29,29,,,,,,44.51531513,44.51531513,44.51531513,0.961940168,232.4774603,232.4774603,232.4774603,1.667779692,250.1801701,44.55667851,347.6313222,135.1010693,,,,,,,,,0.542764125,0.510504637,0.582799482,0.037258175,,,,,,,,,,,,,Still,U10
8160,458,,51,9.983828103,9.9038874,10.03413199,0.057485234,0.724419534,0.694938311,0.777928909,0.032586531,9.80665029,9.806649674,9.806650893,4.57E-07,0.132382655,0.01616312,0.2360043,0.077233298,0.06051387,0.06051387,0.06051387,0.134957386,2,2,2,0.707106781,0.271234266,0.034667437,0.636972117,0.259824665,37.77710289,36.6284939,38.28023892,0.587494972,86.64435312,86.14880171,87.43603677,0.692830608,321.6491375,316.5570713,326.7412037,7.201269062,,,,,5,5,5,,0.837523449,0.83118918,0.84425434,0.004269081,6096,6096,6096,,89.79101396,89.79101396,89.79101396,0.027529457,0,0,0,,Walking,U1
21278,80,,100,10.22391344,6.761422057,12.58621643,0.972044077,,,,,,,,,,,,,,,,,17,17,17,0.707106781,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,,,,71.71372557,71.71372557,71.71372557,2.206110067,6,5.5,6.5,0.707106781,Car,U6
19245,148,,100,9.851354927,9.804534663,9.885397328,0.017622315,0.907843116,0.907843116,0.907843116,0.000844256,9.806632124,9.806632124,9.806632124,2.92E-06,0.012725638,0.002992616,0.022986724,0.005931475,0.044641378,0.041628576,0.052591207,0.004745064,23,23,23,,0.068253754,0.046005086,0.090502423,0.031464369,62.54038695,62.54038695,62.54038695,0.314612281,250.4260172,249.8461623,250.9603355,0.275761573,156.9753219,156.9753219,156.9753219,0.063294276,1027.6284,1027.6284,1027.6284,0.00106066,0,0,0,,0.935024003,0.934941084,0.93514962,0.000110631,,,,,74.48715608,74.48715608,74.48715608,4.334382782,,,,,Train,U7
4820,197,,75,9.62918232,9.432490323,9.800160084,0.148482109,0.603968725,0.603869763,0.604153581,0.000160223,9.806650331,9.806649409,9.806651313,5.59E-07,0.012212682,0.001290518,0.025194017,0.006689243,0.022253785,0.018316587,0.026116228,0.003900358,78,78,78,10.60660172,0.099588962,0.099588962,0.099588962,0.218545138,100.6861806,97.87843838,102.937767,2.039898811,133.6479452,133.6479452,133.6479452,2.265536412,182.8649856,182.3635155,183.3350785,0.46435029,,,,,,,,,0.999725711,0.999641281,0.999815359,6.18E-05,,,,,89.77045029,89.77045029,89.77045029,0.017991376,,,,,Train,U1
6368,119,,50,10.01227544,9.868315981,10.12528411,0.077124391,0.995846935,0.995776445,0.995921626,4.64E-05,9.806650017,9.806649504,9.806650353,2.59E-07,0.020914044,0.004325672,0.038241807,0.010153652,0.045411877,0.036340385,0.063649168,0.012529925,39.5,19,60,28.99137803,0.122630036,0.022144854,0.193752086,0.067584967,96.55589038,86.38496364,103.8429075,7.33501478,118.2225345,118.2111789,118.2338902,0.016059377,344.4211474,344.1544298,344.7682502,0.256383161,,,,,,,,,0.978398983,0.978255919,0.97849383,8.74E-05,,,,,89.7447239,89.72435769,89.76509011,0.02880217,,,,,Train,U1
11915,287,,100,9.862614408,9.426346515,10.18335235,0.145997884,0.99704048,0.99525803,0.998845316,0.000869064,9.806582271,9.806553861,9.806610682,4.02E-05,0.071320135,0.027966688,0.114673581,0.061311032,0.315288784,0.052591204,0.824293337,0.440887049,3,3,3,,0.151476168,0.105360191,0.197592146,0.065217841,31.08173449,31.08173449,31.08173449,1.688577745,238.7279754,238.3167863,239.4020057,0.433900347,134.3921476,131.4032092,136.7371602,1.484231111,,,,,5,5,5,,0.923928033,0.920446318,0.927409749,0.004923889,,,,,33.44195716,33.44195716,33.44195716,4.950870255,0,0,0,0.003756858,Still,U10
14314,9,,100,11.10219211,7.431963111,14.00745875,2.392935863,0.923457174,0.913391648,0.945755992,0.011036951,9.806649869,9.806649408,9.806650493,4.64E-07,0.541535487,0.13848019,1.681617984,0.379674067,0.826681368,0.613533296,1.094450247,0.207669665,,,,,4.641316326,4.641316326,4.641316326,0.795673302,43.60171785,43.27179038,44.00940456,0.374904715,100.5561482,99.37167639,102.4932389,1.691409051,177.242225,93.0943491,344.5391871,144.8842798,1020.82395,1020.819,1020.8289,0.007000357,,,,,0.771364947,0.754218,0.798570564,0.019167885,3439,3439,3439,,73.93411562,73.93411562,73.93411562,,,,,,Walking,U2
522,54,,100,9.713170329,8.088645621,11.08284191,0.961923382,0.845583262,0.823783038,0.889817831,0.028744501,9.806650373,9.806649851,9.806650718,3.22E-07,0.251535874,0.025372912,0.652651407,0.145812485,0.178592947,0.082202979,0.283723966,0.075142954,,,,,0.937683879,0.541370651,1.333997108,0.560471543,23.51726722,21.98973203,25.96497053,1.338299768,121.6687253,121.6687253,121.6687253,0.731671958,280.8320355,266.0123392,308.8412408,19.25187679,,,,,,,,,0.720609849,0.711073286,0.728902667,0.006135999,,,,,89.76819378,89.76819378,89.76819378,0.003797003,,,,,Bus,U1
15535,48,,100,9.740851457,9.437358494,9.948335444,0.17833649,0.154349266,0.153529917,0.155168616,0.001158736,9.806649535,9.806649466,9.806649604,9.77E-08,0.007078768,0.001065265,0.011121688,0.004086277,0.015457926,0.011373912,0.020683695,0.00287271,868,868,868,,0.106257625,0.105829758,0.106685491,0.000605094,27.76148411,27.76148411,27.76148411,0.257809298,73.5813049,73.2269759,74.0380983,0.415155515,77.68737595,77.4416782,77.92757931,0.115676515,1010.1465,1010.1465,1010.1465,,,,,,0.625772033,0.625730899,0.625813166,5.82E-05,,,,,67.49496692,67.49496692,67.49496692,1.814269759,9.880941,9.880941,9.880941,0.566456878,Car,U12
16593,501,,100,9.817328234,9.76602844,9.860523879,0.019437002,0.178196634,0.178057967,0.178350618,6.81E-05,9.806650165,9.806649046,9.806651352,4.30E-07,0.001558882,0,0.003013023,0.000641203,0.01598938,0.013558603,0.018634518,0.001053071,0,0,0,0,0.024724128,0.008762475,0.046640137,0.010334387,56.7505595,56.42393109,57.14858049,0.175581734,50.70903491,50.51861043,50.89017782,0.0836479,352.9206654,352.3573295,353.511534,0.298399644,1003.672707,1003.6338,1003.7178,0.026450551,8,8,8,,0.062246981,0.057125592,0.067118663,0.002586131,28966,28966,28966,,,,,,0,0,0,0,Still,U12
7606,62,,100,12.04087111,6.054249994,19.86053551,3.732706782,0.927087503,0.906884508,0.961023671,0.029567081,9.806650376,9.806649781,9.806650875,3.30E-07,1.323230263,0.182449316,4.084284133,0.800940894,0.74793929,0.203259992,2.084435472,0.896271896,,,,,5.780936138,3.138128638,11.45527177,2.668162075,38.88641035,37.99446774,39.57467325,0.717061287,161.9413152,161.5729248,162.3097056,0.520982701,203.3967852,194.2285757,213.6660537,10.04016337,,,,,,,,,0.979492425,0.971757273,0.988308948,0.006867559,2345,2345,2345,,89.76029136,89.76029136,89.76029136,0.010812064,1.5,1.5,1.5,,Walking,U1
5092,54,,92,10.13650705,9.843640926,10.42890291,0.21238684,0.999406787,0.999323048,0.999490748,6.95E-05,9.806650074,9.806649548,9.80665067,3.97E-07,0.031327579,0.009642637,0.084998831,0.016193938,0.038859697,0.006621014,0.054138637,0.014411985,,,,,0.218054265,0.110790782,0.451980527,0.157618554,53.41832271,50.65270411,55.40976723,1.779023119,155.8293224,155.079937,156.5787077,1.059790933,202.9124331,202.835531,203.0085615,0.088102953,,,,,,,,,0.99330232,0.993209444,0.993379354,5.48E-05,,,,,89.76621386,89.7569024,89.77552531,0.013168384,,,,,Train,U1
6485,31,,25,12.04918962,7.045266721,26.98921437,5.512660954,0.837170887,0.807250918,0.882576816,0.032320202,9.806650212,9.806649457,9.806650916,3.48E-07,1.437867888,0.501113746,2.922267638,0.664269369,2.186021711,1.396616642,3.981147653,0.925961378,1878.75,67,2578,1210.321548,4.965593762,3.528183613,6.35875877,1.415806185,46.89777387,46.30349521,47.80804317,0.650587645,110.4280713,104.5200033,116.204816,4.973840898,217.297106,212.1801773,221.0252173,4.583153256,,,,,,,,,0.999281804,0.997188512,0.999998821,0.000999868,48,48,48,,89.66461174,89.66461174,89.66461174,,1.25,1.25,1.25,,Walking,U1
15417,30,,50,9.787396724,9.702956059,9.865375238,0.04375158,0.459743236,0.459106958,0.460464731,0.000682886,9.806646072,9.806646072,9.806646072,3.43E-07,0.010240045,0.002382004,0.017633264,0.005454552,0.021088187,0.01287164,0.028840941,0.005458755,0,0,0,,0.709481337,0.709481337,0.709481337,0.000413896,49.87158457,49.80050201,49.94266713,0.100525923,83.51192762,83.49598793,83.55387484,0.028014431,362.8656434,362.6381908,363.0533124,0.129139693,1004.0327,1004.0327,1004.0327,,,,,,0.438181889,0.437591268,0.438910061,0.000483812,,,,,80.04677762,80.04677762,80.04677762,0.315357238,0,0,0,0.600781963,Car,U12
21194,76,,46,9.815869406,9.433863728,10.16418717,0.106864391,,,,,,,,,,,,,,,,,2,2,2,2.516611478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.28680969,69.28680969,69.28680969,6.09485946,0,0,0,0.883883476,Bus,U6
8628,18,,100,10.34730942,8.689066208,13.25396285,1.298945542,0.864058218,0.752480963,0.999811097,0.097637628,9.806649501,9.806649237,9.80664989,2.84E-07,1.243939284,0.410426249,2.186880215,0.522382734,1.470147316,0.739116659,2.410261171,0.694913745,,,,,3.129195408,1.820544362,4.213677909,1.022079101,32.02122474,28.89365556,37.38821614,3.023309853,136.9409147,119.9688022,153.9130272,24.00219168,205.9714135,106.1251736,392.0917128,84.78330829,,,,,,,,,0.92244466,0.743319104,0.998986114,0.105712668,3758,3758,3758,,89.74191868,89.74191868,89.74191868,,,,,,Walking,U1
15522,35,,100,9.66655114,7.64272927,11.48694656,1.021770634,0.138059046,0.138059046,0.138059046,0.002949827,9.806650164,9.806650164,9.806650164,2.04E-07,0.050350736,0.024198156,0.092408231,0.018462545,0.042209733,0.012649315,0.075753711,0.018796995,1468,1468,1468,,1.401038436,0.584817481,2.217259391,1.154310745,30.62582907,30.19155511,31.06010303,0.614156121,73.9198441,72.76414048,74.55608768,1.002570564,83.06766279,80.5446243,85.48166571,1.292430842,1009.8154,1009.8154,1009.8154,,,,,,0.674714302,0.674714302,0.674714302,0.028198839,,,,,79.63002976,79.63002976,79.63002976,1.814269759,11.331327,11.331327,11.331327,0.566456878,Car,U12
15262,14,,51,9.895814536,8.551450433,11.38422489,0.410567688,0.712231747,0.704066547,0.736550092,0.004803593,9.806632314,9.806616577,9.806647998,5.92E-06,0.121183858,0.01300321,0.474827221,0.106519845,0.124576631,0.005736625,0.484507996,0.108284116,9,3,14,4.046031435,0.505258356,0.055070398,1.59318237,0.250438576,24.84564006,24.58617498,25.19642869,0.137284884,58.54687612,57.78399432,60.01983006,0.517461116,248.5385164,239.7134063,257.9531635,3.553887954,1007.911386,1007.88086,1007.94116,0.016619494,5.333333333,0,8,4.618802154,0.942919202,0.92530408,0.954406507,0.006532303,12992.25,12987,12995,3.593976442,,,,,8.112392,8.112392,8.112392,0.137692782,Bus,U12
4878,12,,100,9.405898986,6.639784897,11.27198875,1.225022013,0.865592661,0.861773372,0.868155014,0.001929591,9.806650137,9.806649527,9.806650842,4.66E-07,0.028911467,0.007540065,0.114334794,0.022432537,0.055204421,0.025238153,0.102613775,0.033703862,56,56,56,,0.536273596,0.536273596,0.536273596,0.806579955,85.33928152,84.40701043,86.8943916,0.846186016,128.3559376,128.3559376,128.3559376,0.713035745,187.9010182,187.5565975,188.5804011,0.588381923,,,,,,,,,0.996522291,0.99472992,0.99800106,0.001377462,,,,,89.76593668,89.76593668,89.76593668,0.002989366,,,,,Train,U1
5767,125,,35,10.19056335,10.15745011,10.21523611,0.017547971,0.989421164,0.989372399,0.989466076,4.70E-05,9.806650533,9.806649972,9.806651205,2.89E-07,0.007682193,0.00096336,0.020366483,0.005147604,0.035808183,0.030364439,0.040496363,0.003237542,68,68,68,1.58113883,0.017283909,0.006419192,0.023059,0.009415361,62.02757305,61.06287454,62.51018882,0.653929731,135.7444355,135.7444355,135.7444355,0.582752486,228.9564789,228.936017,228.9717325,0.012584508,,,,,,,,,0.992953841,0.992912474,0.992981347,2.23E-05,,,,,78.3721383,78.3721383,78.3721383,0.008189536,,,,,Train,U1
7883,181,,100,13.79103054,10.64477355,16.14707465,2.190501504,0.836656534,0.744953494,0.87822337,0.054319976,9.806650225,9.806649759,9.806650533,2.98E-07,1.591002398,0.478938717,3.878326818,0.871245384,1.595693183,0.476990929,3.522589123,0.9260954,4.5,4,5,0.707106781,8.403368399,6.72209025,10.08464655,2.37768636,40.08213699,32.93441131,42.42702719,3.773878765,121.3710285,117.9645321,127.5257022,3.658006671,86.91981715,84.29184952,89.54778478,3.716507463,,,,,,,,,0.772680709,0.684675219,0.840083078,0.047838031,4838,4838,4838,,89.7467276,89.7467276,89.7467276,0.031243059,1.25,1.25,1.25,,Walking,U1
5139,101,,100,9.94338935,8.980948202,10.47365416,0.486024765,0.992379281,0.991845751,0.992793335,0.000294991,9.806650169,9.806649448,9.806650739,3.69E-07,0.044220032,0.008982775,0.158885882,0.036911243,0.051234379,0.02655672,0.116202738,0.02599143,,,,,0.423914584,0.151742847,0.548056554,0.183094893,14.51723368,11.37920208,16.84941687,2.822739134,110.2674907,107.4919045,112.0642596,1.883452557,264.2215591,203.1608343,326.5277827,70.05140742,,,,,,,,,0.992860487,0.992585358,0.993040729,0.000187232,,,,,89.75774976,89.75774976,89.75774976,0.010772381,,,,,Train,U1
21751,61,,100,9.771434027,7.784854564,12.48070745,0.936031674,,,,,,,,,,,,,,,,,136,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.34611166,68.34611166,68.34611166,1.161999207,48,47.75,48.25,0.25,Train,U6
10507,25,,85,9.633487673,5.803940103,13.78110817,1.596126063,0.975579844,0.972690975,0.978434991,0.001803619,9.806582029,9.806582029,9.806582029,2.80E-05,0.100013288,0.069552848,0.130473728,0.043077567,0.122971863,0.009384291,0.32247438,0.173327391,560,560,560,,1.19503205,1.163100412,1.226963688,0.045158155,97.29670312,97.29670312,97.29670312,0.113348871,359.5499274,358.0028206,362.6513746,1.628394905,302.7116006,301.6849629,304.1527579,0.705091452,,,,,,,,,0.500676861,0.500090755,0.501262968,0.00082888,,,,,90.30634757,90.30634757,90.30634757,0.00562578,10.725255,10.725255,10.725255,,Car,U10
389,81,,100,9.674634397,9.439446596,10.1977713,0.235986459,0.758528081,0.757517463,0.759044367,0.000686812,9.806650175,9.806649574,9.806650843,3.84E-07,0.113840065,0.002698952,0.529369544,0.134234545,0.064639659,0.024715687,0.113942836,0.045346975,1,1,1,2.121320344,0.371534885,0.038440466,1.014904707,0.557291416,30.48340032,28.2804596,31.608132,1.229217347,145.1916331,145.1916331,145.1916331,1.521713231,395.3912729,389.8790019,400.9035438,7.795528346,,,,,,,,,0.993991324,0.988149331,0.995310322,0.002213141,,,,,89.76000899,89.76000899,89.76000899,0.009790997,0,0,0,,Bus,U1
55,58,,100,9.328173977,7.560169637,10.78168944,1.000047297,0.670391749,0.667945379,0.673972757,0.003169838,9.806650042,9.806649098,9.806650732,4.32E-07,0.171052747,0.048185367,0.588593084,0.111136983,0.263536164,0.10225436,0.554265848,0.177327039,7,7,7,,1.564230207,0.324118967,2.804341447,1.753782134,31.82543244,29.0992692,35.55339503,2.704180242,138.8306847,138.0579299,139.6034396,1.092840415,284.3796973,284.3796973,284.3796973,0.502317429,,,,,,,,,0.781949935,0.763496048,0.800615242,0.013208429,,,,,86.77948302,86.77948302,86.77948302,,8,8,8,,Bus,U1
4164,30,,100,9.68683704,9.512552318,9.860625628,0.094232597,0.997592608,0.996999227,0.997962718,0.000416915,9.806650103,9.806649352,9.806651013,4.75E-07,0.023498662,0.017482191,0.0351273,0.004848612,0.060117484,0.054219934,0.066015035,0.008340396,10,10,10,0,0.13199356,0.078386503,0.206914443,0.048195909,26.31618697,24.76080777,28.81769987,1.542090799,125.4269438,124.6400083,126.5704493,0.83308266,22.22354854,22.161257,22.29258621,0.05875973,,,,,,,,,0.193322645,0.192505472,0.194370234,0.000803159,,,,,88.11170774,88.11170774,88.11170774,,,,,,Train,U1
514,46,,100,9.402948336,7.585371555,10.5480517,0.916676584,0.932534981,0.919058029,0.943989252,0.009908126,9.806650139,9.806649663,9.806650522,3.58E-07,0.232903412,0.01659116,0.556749357,0.125562225,0.126685028,0.082734773,0.179885076,0.040609799,,,,,0.979412198,0.077535411,2.190995525,0.690262802,31.3326707,28.10638214,35.10095367,2.487818563,117.3345654,117.2596416,117.4094891,0.105958199,260.1233213,260.1233213,260.1233213,2.666577893,,,,,,,,,0.725394131,0.717337501,0.739140478,0.006603122,,,,,89.75224002,89.74955513,89.7549249,0.003797003,,,,,Bus,U1
150,57,,8,10.23693793,8.850220177,12.61557853,1.303164464,0.89671634,0.890881969,0.900989834,0.00453713,9.806650264,9.806649833,9.806650558,2.05E-07,0.175389936,0.06273468,0.356052882,0.084769871,0.213715254,0.191365451,0.236065057,0.031607395,461,390,532,100.4091629,1.401200544,1.401200544,1.401200544,0.059391607,43.28976058,40.79646643,44.75841729,1.402101026,138.9287615,136.7276549,141.1298681,3.112834785,328.3600074,327.4155109,329.9016057,1.346315185,,,,,,,,,0.401343393,0.393024266,0.405644949,0.004379321,,,,,89.75238174,89.75238174,89.75238174,0.019147179,1.75,1.75,1.75,,Bus,U1
4898,32,,100,9.570722016,8.835823396,10.62359763,0.546799628,0.998625479,0.998403426,0.99890996,0.000210089,9.806650088,9.806649566,9.806650517,3.25E-07,0.028962203,0.002928972,0.096921566,0.02149518,0.02654228,0.019257928,0.043340001,0.008151176,56,56,56,,0.477410928,0.209705274,0.615665724,0.181236558,86.55773953,86.55773953,86.55773953,0.998617671,121.5876373,121.4593679,121.7159068,0.181400397,209.8893006,208.7159167,211.0626846,1.659415461,,,,,,,,,0.961965597,0.951079769,0.970295822,0.007627434,,,,,89.7464448,89.7464448,89.7464448,0.002989366,,,,,Train,U1
21140,22,,46,9.794998795,8.999849953,10.61930148,0.241435237,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.07323846,76.07323846,76.07323846,5.538315741,0,0,0,,Bus,U6
18336,85,,85,9.805362865,6.639804933,14.29903019,1.347122481,0.639441205,0.639441205,0.639441205,0.001322394,9.806642965,9.806642965,9.806642965,2.42E-06,0.096684181,0.071248994,0.113528938,0.022410824,0.112086699,0.112086699,0.112086699,0.132381666,0,0,0,,0.194265512,0.194265512,0.194265512,0.000523656,46.59935622,46.59935622,46.59935622,1.231754829,172.0445873,172.0445873,172.0445873,0.037025101,289.5839608,289.5839608,289.5839608,0.161450056,1042.9409,1042.9409,1042.9409,,0,0,0,,0.685332704,0.674602706,0.696062701,0.015174508,,,,,82.19831726,82.19831726,82.19831726,1.489493188,5.7907405,5.7907405,5.7907405,0,Bus,U7
10279,95,,100,9.918190895,9.024797969,10.34629826,0.180880121,0.28690456,0.263688085,0.323301532,0.013980407,9.806565625,9.806565625,9.806565625,1.15E-05,0.041105376,0.041105376,0.041105376,0.037368449,0.062454885,0.053728367,0.073679567,0.008463659,3,3,3,,0.718105159,0.718105159,0.718105159,0.050251526,49.97550299,48.64018079,51.31082519,1.888430761,277.0855435,277.0855435,277.0855435,8.801871161,271.9802578,267.5523885,274.3463973,2.31836755,,,,,5,5,5,,0.698433454,0.698382219,0.698484688,7.25E-05,785,785,785,,40.8278537,40.8278537,40.8278537,2.251676191,2.2067473,2.2067473,2.2067473,,Car,U10
17139,106,,100,9.825425517,9.785906823,9.882567231,0.019771869,0.181870729,0.181537623,0.182342904,0.000339805,9.806650329,9.806650029,9.80665063,4.25E-07,0.001489734,0,0.002609354,0.000590327,0.017337553,0.01540035,0.020042831,0.000985429,13,13,13,,0.042285878,0.042285878,0.042285878,0.003414249,41.38913082,41.38913082,41.38913082,0.160622765,26.31112954,26.06722146,26.55503762,0.344938113,194.9693226,192.5554375,196.5051492,0.974581788,1015.2915,1015.2915,1015.2915,,,,,,0.991567337,0.990632904,0.992551104,0.000816572,,,,,43.75041442,43.75041442,43.75041442,2.325949804,0,0,0,0,Still,U12
18701,131,,92,9.874400499,9.433977861,10.28686712,0.280263852,0.727360091,0.727360091,0.727360091,0.000444568,9.806650351,9.806650351,9.806650351,7.32E-07,0.063647349,0.063647349,0.063647349,0.020109693,0.092542631,0.07599321,0.118790907,0.022988292,138,138,138,,0.408315052,0.408315052,0.408315052,0.144697245,106.3863715,106.3863715,106.3863715,0.180003254,206.3935101,156.2224381,220.5831589,14.55842574,93.71190766,93.71190766,93.71190766,0.155841516,1042.5852,1042.5852,1042.5852,,0,0,0,,0.732302257,0.726159762,0.738273934,0.006058892,,,,,78.25715227,78.08890082,78.42540371,0.237943474,,,,,Train,U7
16999,68,,100,9.842696746,9.812366505,9.880394817,0.017276878,0.195716474,0.195172151,0.196309415,0.000538828,9.806649701,9.806649563,9.806649838,1.95E-07,0.001410125,0,0.002609354,0.000774572,0.015551065,0.013724972,0.017633264,0.000985346,7,7,7,,0.055928373,0.049640294,0.062216453,0.008892687,40.37173537,40.16441211,40.57905864,0.293199374,17.06048065,17.06048065,17.06048065,0.051427371,222.2589635,221.9589141,222.5061333,0.15687993,1005.12354,1005.12354,1005.12354,0.00966615,,,,,0.932503539,0.931898171,0.932985869,0.000554189,,,,,,,,,0,0,0,0,Still,U12
20055,396,,5,9.37391971,5.774743989,14.28468251,2.11921806,0.74510328,0.74510328,0.74510328,0.090245214,9.806652157,9.806652157,9.806652157,9.45E-07,0.780406623,0.477582011,1.197294797,0.321430122,1.07769977,0.277582865,2.027669651,0.556716671,21.375,21.375,21.375,,6.834876528,0.990730836,12.67902222,8.264870098,21.67109883,17.26410009,31.60381849,4.23233881,60.42280298,58.25975662,62.06256299,1.954662507,107.8859239,97.87277113,117.5923587,8.238330592,1010.2517,1010.2517,1010.2517,0.004688118,,,,,0.817140675,0.809669359,0.824611991,0.010566036,31399,31399,31399,,34.48551739,34.48551739,34.48551739,8.752192834,0,0,0,0,Walking,U3
6987,85,,100,12.04892249,6.410400216,16.43641159,3.108698922,0.854595317,0.847364826,0.864374273,0.007385075,9.806650002,9.806649433,9.806650877,4.17E-07,1.421613473,0.547490034,3.844488443,0.881585008,1.560667777,0.323759727,3.469535063,1.117908999,5,5,5,,6.344209215,4.168412621,9.569260419,2.301894986,60.34862693,58.73194791,63.02003847,1.852774091,159.6729622,158.2921726,161.0537518,1.952731381,195.459313,187.9561492,202.3639293,5.596372323,,,,,,,,,0.966599298,0.95343101,0.977749661,0.007537551,2973,2973,2973,,89.76480791,89.76480791,89.76480791,0.028176888,1.5,1.5,1.5,,Walking,U1
19345,15,,100,9.244548052,8.957710927,9.679247252,0.266338115,0.993306636,0.991331016,0.995614239,0.001763593,9.806653629,9.806652608,9.80665455,9.75E-07,0.118402512,0.038462939,0.197324769,0.081028556,0.087586463,0.017068831,0.26684891,0.073155402,,,,,0.679560254,0.659716425,0.699404082,0.028063411,58.67385501,56.01001221,60.75534511,1.600763977,52.52953215,51.01217775,54.03012124,1.509041592,151.8967852,151.1139818,152.8852836,0.90338824,1007.7592,1007.7592,1007.7592,,,,,,0.965553086,0.965448229,0.965708664,0.000137426,,,,,,,,,,,,,Bus,U3
16659,567,,100,9.820585841,9.771570403,9.869018308,0.016167062,0.207310093,0.206961915,0.207617908,0.000197667,9.806650116,9.806649131,9.806651282,4.94E-07,0.001772882,0,0.004392198,0.000861285,0.015947796,0.013262435,0.018109496,0.000915656,0,0,0,0,0.023436422,0.004054842,0.054214575,0.011002928,56.90700089,56.51380362,57.37438453,0.183982072,50.74560171,50.62657405,50.89302701,0.076633104,353.299736,352.5496509,354.1003858,0.340062664,1003.713886,1003.688,1003.73315,0.014817385,8,8,8,,0.058996241,0.052059209,0.065736759,0.002953951,28966,28966,28966,,,,,,0,0,0,0,Still,U12
135,42,,8,9.927436291,8.633012337,11.00033497,0.801367863,0.915635753,0.902633856,0.928623581,0.0106106,9.806650288,9.806649742,9.806650834,7.73E-07,0.277580316,0.090773476,0.688408864,0.15027978,0.431997025,0.431997025,0.431997025,0.010041611,246,246,246,2.121320344,1.883300122,1.033338017,3.506289041,1.406075934,43.99877508,43.99877508,43.99877508,12.09561292,137.6360043,137.6360043,137.6360043,0.905113145,307.7430491,307.7430491,307.7430491,186.5593122,,,,,,,,,0.472308191,0.454887521,0.497009673,0.013727496,,,,,89.78200574,89.78200574,89.78200574,0.019147179,10.25,10.25,10.25,,Bus,U1
15362,46,,79,9.856315064,7.866879052,13.08360164,0.85990684,0.585716831,0.568668208,0.599272645,0.006725924,9.806645413,9.806640921,9.806649048,1.74E-06,0.090404857,0.024777419,0.337554384,0.057241514,0.090823235,0.015510484,0.332829925,0.05668125,0,0,0,0,0.747717597,0.026983104,3.139742661,0.532734463,50.06151604,38.08438,67.70590816,8.513091366,36.60069395,25.06531477,43.51942095,5.201423038,138.0953265,105.6091011,159.8160388,14.59079354,1008.448192,1008.4011,1008.4795,0.023067047,4,0,8,4.38178046,0.916507624,0.784715579,0.978052202,0.051366891,31113,31113,31113,,,,,,,,,,Bus,U12
8411,188,,100,11.14856163,6.203072154,16.86266192,3.83810479,0.902848122,0.856217571,0.930136207,0.02361623,9.806650199,9.806649479,9.806650937,4.25E-07,1.297189989,0.282771646,3.601242671,0.770670013,1.037751154,0.452434739,1.704891426,0.544061606,,,,,5.615688774,4.191255867,6.793021221,1.318366306,46.20614954,40.67810674,56.65271342,7.202278138,165.9475912,165.9475912,165.9475912,4.234794528,209.2161733,192.4157292,222.6238846,15.38720703,,,,,,,,,0.976485358,0.96401176,0.985579792,0.00762391,1621,1621,1621,1.414213562,89.79720169,89.79720169,89.79720169,0.036932486,1.5,1.5,1.5,,Walking,U1
